Name,Ticker,ISIN,SecId,Global Broad Category Group,Average Eff Duration Survey,Fixd-Inc Eff Dur - Avg yrs (Calc) (Long) (FI%),Average Mod Duration Survey,Portfolio Risk Score,Portfolio Risk Score Date
Nuveen International Dividend Growth I,NUIIX,US6707253992,F00000O2YH,Equity,,,,95.17,7/31/2022
Nuveen International Growth A,NBQAX,US6707257381,FOUSA07ZW5,Equity,,,,116.79,7/31/2022
Nuveen International Growth C,NBQCX,US6707257209,FOUSA07ZW6,Equity,,,,116.70,7/31/2022
Nuveen International Growth Fd R6,NBQFX,US6707133046,F00000X666,Equity,,,,116.38,7/31/2022
Nuveen International Growth I,NBQIX,US6707257126,FOUSA07ZW8,Equity,,,,116.80,7/31/2022
Nuveen International Sm Cp A,NWAIX,US6707135025,F00000Y6UZ,Equity,,,,104.91,7/31/2022
Nuveen International Sm Cp C,NWSCX,US6707136015,F00000Y6V0,Equity,,,,104.81,7/31/2022
Nuveen International Sm Cp I,NWPIX,US6707137005,F00000Y6V2,Equity,,,,104.80,7/31/2022
Nuveen International Sm Cp R6,NWIFX,US6707138094,F00000Y6V1,Equity,,,,105.01,7/31/2022
Nuveen International Value A,NAIGX,US67065W5067,FOUSA00HH0,Equity,,,,113.98,7/31/2022
Nuveen International Value C,NCIGX,US67065W7048,FOUSA00IFY,Equity,,,,113.99,7/31/2022
Nuveen International Value I,NGRRX,US67065W8038,FOUSA00G3N,Equity,,,,114.01,7/31/2022
Nuveen KS Municipal Bond A,FKSTX,US67065R1014,FOUSA00CQ1,Fixed Income,6.52,5.80,,21.76,7/31/2022
Nuveen KS Municipal Bond C,FAFOX,US67065R6716,F00000S8S6,Fixed Income,6.52,5.80,,21.72,7/31/2022
Nuveen KS Municipal Bond I,FRKSX,US67065R4083,FOUSA00GDQ,Fixed Income,6.52,5.80,,21.77,7/31/2022
Nuveen KY Municipal Bond A,FKYTX,US67065R5072,FOUSA00CPR,Fixed Income,7.60,5.98,,21.77,7/31/2022
Nuveen KY Municipal Bond C,FKCCX,US67065R6633,F00000S8S7,Fixed Income,7.60,5.98,,21.99,7/31/2022
Nuveen KY Municipal Bond I,FKYRX,US67065R8043,FOUSA00JP4,Fixed Income,7.60,5.98,,21.85,7/31/2022
Nuveen LA Municipal Bond A,FTLAX,US67065P8813,FOUSA00CPF,Fixed Income,8.87,7.28,,21.36,7/31/2022
Nuveen LA Municipal Bond C,FAFLX,US67065P6916,F00000S8GC,Fixed Income,8.87,7.28,,21.30,7/31/2022
Nuveen LA Municipal Bond I,FTLRX,US67065P8573,FOUSA00GPM,Fixed Income,8.87,7.28,,21.38,7/31/2022
Nuveen Large Cap Select A,FLRAX,US6706902961,FOUSA04AKL,Equity,,,,105.25,7/31/2022
Nuveen Large Cap Select C,FLYCX,US6706903126,FOUSA04AKN,Equity,,,,105.12,7/31/2022
Nuveen Large Cap Select I,FLRYX,US6706903381,FOUSA04AKP,Equity,,,,105.28,7/31/2022
Nuveen Large Cap Value A,NQCAX,US67064Y6288,FOUSA0687E,Equity,,,,129.95,7/31/2022
Nuveen Large Cap Value C,NQCCX,US67064Y5942,FOUSA0687G,Equity,,,,130.70,7/31/2022
Nuveen Large Cap Value I,NQCRX,US67064Y5868,FOUSA0687H,Equity,,,,130.21,7/31/2022
Nuveen Limited Term Municipal Bond A,FLTDX,US67065Q8481,FOUSA00CPE,Fixed Income,3.29,3.26,,14.07,7/31/2022
Nuveen Limited Term Municipal Bond C,FAFJX,US67065Q6329,F00000S8FX,Fixed Income,3.29,3.26,,13.91,7/31/2022
Nuveen Limited Term Municipal Bond I,FLTRX,US67065Q8226,FOUSA00H21,Fixed Income,3.29,3.26,,13.94,7/31/2022
Nuveen MA Municipal Bond A,NMAAX,US67065N8450,FOUSA00C3J,Fixed Income,8.31,6.94,,25.29,7/31/2022
Nuveen MA Municipal Bond C,NAAGX,US67065N5225,F00000S8IQ,Fixed Income,8.31,6.94,,25.38,7/31/2022
Nuveen MA Municipal Bond I,NBMAX,US67065N8112,FOUSA00E8K,Fixed Income,8.31,6.94,,25.35,7/31/2022
Nuveen MD Municipal Bond A,NMDAX,US67065L8312,FOUSA00C5F,Fixed Income,8.37,7.31,,23.91,7/31/2022
Nuveen MD Municipal Bond C,NACCX,US67065L6175,F00000S8G7,Fixed Income,8.37,7.31,,23.82,7/31/2022
Nuveen MD Municipal Bond I,NMMDX,US67065L7991,FOUSA00E8R,Fixed Income,8.37,7.31,,24.01,7/31/2022
Nuveen MI Municipal Bond A,FMITX,US67065R8530,FOUSA00CPO,Fixed Income,8.84,6.64,,21.77,7/31/2022
Nuveen MI Municipal Bond C,FAFNX,US67065R6559,F00000S8S8,Fixed Income,8.84,6.64,,21.95,7/31/2022
Nuveen MI Municipal Bond I,NMMIX,US67065R8209,FOUSA00G9U,Fixed Income,8.84,6.64,,21.90,7/31/2022
Nuveen Mid Cap Growth Opps A,FRSLX,US6706907184,FOUSA00B4G,Equity,,,,130.63,7/31/2022
Nuveen Mid Cap Growth Opps C,FMECX,US6706907341,FOUSA02TO0,Equity,,,,130.78,7/31/2022
Nuveen Mid Cap Growth Opps I,FISGX,US6706907598,FOUSA00ENQ,Equity,,,,130.66,7/31/2022
Nuveen Mid Cap Growth Opps R6,FMEFX,US6706901146,F00000PB0E,Equity,,,,130.68,7/31/2022
Nuveen Mid Cap Value A,FASEX,US6706788535,FOUSA00F0L,Equity,,,,125.51,7/31/2022
Nuveen Mid Cap Value C,FACSX,US6706783338,FOUSA00GCZ,Equity,,,,125.46,7/31/2022
Nuveen Mid Cap Value I,FSEIX,US6706786638,FOUSA00CMF,Equity,,,,125.62,7/31/2022
Nuveen Mid Cap Value R6,FMVQX,US6706935557,F000010ET4,Equity,,,,125.59,7/31/2022
Nuveen Minnesota Intermediate Muni Bd A,FAMAX,US6706787131,FOUSA00CGK,Fixed Income,5.67,4.90,,17.88,7/31/2022
Nuveen Minnesota Intermediate Muni Bd C,NIBCX,US6706931002,F00000SFC9,Fixed Income,5.67,4.90,,17.84,7/31/2022
Nuveen Minnesota Intermediate Muni Bd I,FAMTX,US6706786893,FOUSA00CWD,Fixed Income,5.67,4.90,,17.97,7/31/2022
Nuveen Minnesota Municipal Bond A,FJMNX,US6706781845,FOUSA00EI2,Fixed Income,8.58,7.07,,22.83,7/31/2022
Nuveen Minnesota Municipal Bond C,NTCCX,US6706932091,F00000SFCA,Fixed Income,8.58,7.07,,22.92,7/31/2022
Nuveen Minnesota Municipal Bond I,FYMNX,US6706781928,FOUSA00HGC,Fixed Income,8.58,7.07,,22.95,7/31/2022
Nuveen MO Municipal Bond A,FMOTX,US67065R8126,FOUSA00CPD,Fixed Income,8.29,6.76,,20.69,7/31/2022
Nuveen MO Municipal Bond C,FAFPX,US67065R6484,F00000S8S9,Fixed Income,8.29,6.76,,20.85,7/31/2022
Nuveen MO Municipal Bond I,FMMRX,US67065R7706,FOUSA00GJ2,Fixed Income,8.29,6.76,,21.04,7/31/2022
Nuveen Multi Cap Value A,NQVAX,US67064Y7922,FOUSA02VV2,Equity,,,,134.31,7/31/2022
Nuveen Multi Cap Value C,NQVCX,US67064Y7765,FOUSA02VV4,Equity,,,,134.22,7/31/2022
Nuveen Multi Cap Value I,NQVRX,US67064Y7682,FOUSA00IDB,Equity,,,,134.37,7/31/2022
Nuveen Municipal Total Return Mgd Accts,NMTRX,US67073H1032,FOUSA06IUL,Fixed Income,8.59,6.61,,27.36,7/31/2022
Nuveen NC Municipal Bond A,FLNCX,US67065P8409,FOUSA00CPS,Fixed Income,8.16,7.02,,23.87,7/31/2022
Nuveen NC Municipal Bond C,FDCCX,US67065P6833,F00000S8GD,Fixed Income,8.16,7.02,,23.96,7/31/2022
Nuveen NC Municipal Bond I,FCNRX,US67065P8169,FOUSA00JH9,Fixed Income,8.16,7.02,,24.13,7/31/2022
Nuveen Nebraska Municipal Bond A,FNTAX,US6706784997,FOUSA02SZ0,Fixed Income,8.45,7.12,,22.04,7/31/2022
Nuveen Nebraska Municipal Bond C,NAAFX,US6706933081,F00000SFCB,Fixed Income,8.45,7.12,,22.20,7/31/2022
Nuveen Nebraska Municipal Bond C1,FNTCX,US6706785150,FOUSA02SZ1,Fixed Income,8.45,7.12,,,
Nuveen Nebraska Municipal Bond I,FNTYX,US6706785234,FOUSA02SZ2,Fixed Income,8.45,7.12,,22.25,7/31/2022
Nuveen NJ Municipal Bond A,NNJAX,US67065N7536,FOUSA00E66,Fixed Income,8.30,7.25,,25.98,7/31/2022
Nuveen NJ Municipal Bond C,NJCCX,US67065N5142,F00000S8IR,Fixed Income,8.30,7.25,,25.85,7/31/2022
Nuveen NJ Municipal Bond I,NMNJX,US67065N7205,FOUSA00E9A,Fixed Income,8.30,7.25,,25.99,7/31/2022
Nuveen NM Municipal Bond A,FNMTX,US67065L7819,FOUSA00CP1,Fixed Income,7.22,6.05,,19.89,7/31/2022
Nuveen NM Municipal Bond C,FNCCX,US67065L5912,F00000S8G8,Fixed Income,7.22,6.05,,19.66,7/31/2022
Nuveen NM Municipal Bond I,FNMRX,US67065L7579,FOUSA00KWI,Fixed Income,7.22,6.05,,19.80,7/31/2022
Nuveen NY Municipal Bond A,NNYAX,US67065N6702,FOUSA00CQT,Fixed Income,9.35,7.74,,27.51,7/31/2022
Nuveen NY Municipal Bond C,NAJPX,US67065N4988,F00000S8IS,Fixed Income,9.35,7.74,,27.52,7/31/2022
Nuveen NY Municipal Bond I,NTNYX,US67065N6470,FOUSA00E8N,Fixed Income,9.35,7.74,,27.51,7/31/2022
Nuveen OH Municipal Bond A,FOHTX,US67065R7623,FOUSA00CPP,Fixed Income,7.47,6.33,,19.85,7/31/2022
Nuveen OH Municipal Bond C,FAFMX,US67065R6302,F00000S8SA,Fixed Income,7.47,6.33,,19.96,7/31/2022
Nuveen OH Municipal Bond I,NXOHX,US67065R7391,FOUSA00BBX,Fixed Income,7.47,6.33,,19.77,7/31/2022
Nuveen Oregon Intermediate Muni Bd A,FOTAX,US6706782421,FOUSA00I76,Fixed Income,5.32,4.95,,18.64,7/31/2022
Nuveen Oregon Intermediate Muni Bd C,NAFOX,US6706934071,F00000SFCC,Fixed Income,5.32,4.95,,18.62,7/31/2022
Nuveen Oregon Intermediate Muni Bd I,FORCX,US6706784088,FOUSA00JS9,Fixed Income,5.32,4.95,,18.65,7/31/2022
Nuveen PA Municipal Bond A,FPNTX,US67065L7405,FOUSA00EEU,Fixed Income,8.88,7.83,,24.20,7/31/2022
Nuveen PA Municipal Bond C,FPCCX,US67065L5839,F00000S8G9,Fixed Income,8.88,7.83,,23.99,7/31/2022
Nuveen PA Municipal Bond I,NBPAX,US67065L7165,FOUSA00H9S,Fixed Income,8.88,7.83,,24.24,7/31/2022
Nuveen Preferred Secs & Inc A,NPSAX,US6707001037,FOUSA0607N,Fixed Income,2.53,,,60.09,7/31/2022
Nuveen Preferred Secs & Inc C,NPSCX,US6707003017,FOUSA0607P,Fixed Income,2.53,,,60.03,7/31/2022
Nuveen Preferred Secs & Inc I,NPSRX,US6707004007,FOUSA0607Q,Fixed Income,2.53,,,60.11,7/31/2022
Nuveen Preferred Secs & Inc R6,NPSFX,US6707008149,F00000X669,Fixed Income,2.53,,,60.07,7/31/2022
Nuveen Real Asset Income A,NRIAX,US6706901716,F00000MMU0,Allocation,2.24,,,92.89,7/31/2022
Nuveen Real Asset Income C,NRICX,US6706901633,F00000MMU1,Allocation,2.24,,,92.84,7/31/2022
Nuveen Real Asset Income I,NRIIX,US6706901559,F00000MMU3,Allocation,2.24,,,92.89,7/31/2022
Nuveen Real Asset Income R6,NRIFX,US6706938601,F00000X66N,Allocation,2.24,,,92.80,7/31/2022
Nuveen Real Estate Securities A,FREAX,US6706787057,FOUSA00FGF,Equity,,,,102.71,7/31/2022
Nuveen Real Estate Securities C,FRLCX,US6706784732,FOUSA00IOS,Equity,,,,102.57,7/31/2022
Nuveen Real Estate Securities I,FARCX,US6706785077,FOUSA00EGP,Equity,,,,102.86,7/31/2022
Nuveen Real Estate Securities R6,FREGX,US6706781191,F00000PLYX,Equity,,,,102.78,7/31/2022
Nuveen Short Duration Hi Yld Muni Bd A,NVHAX,US67065Q6733,F00000P41Y,Fixed Income,4.32,,,29.07,7/31/2022
Nuveen Short Duration Hi Yld Muni Bd C,NVCCX,US67065Q6162,F00000S8FT,Fixed Income,4.32,,,29.12,7/31/2022
Nuveen Short Duration Hi Yld Muni Bd I,NVHIX,US67065Q6998,F00000P420,Fixed Income,4.32,,,29.15,7/31/2022
Nuveen Short Term Municipal Bond A,FSHAX,US6706905931,FOUSA02VSH,Fixed Income,2.00,1.98,,8.70,7/31/2022
Nuveen Short Term Municipal Bond C,NAAEX,US6706935060,F00000S8FY,Fixed Income,2.00,1.98,,8.83,7/31/2022
Nuveen Short Term Municipal Bond I,FSHYX,US6706904868,FOUSA02VSI,Fixed Income,2.00,1.98,,8.81,7/31/2022
Nuveen Small Cap Growth Opp A,FRMPX,US6706907671,FOUSA00CXY,Equity,,,,134.53,7/31/2022
Nuveen Small Cap Growth Opp C,FMPCX,US6706907838,FOUSA02TOJ,Equity,,,,134.50,7/31/2022
Nuveen Small Cap Growth Opp I,FIMPX,US6706908174,FOUSA00FF5,Equity,,,,134.62,7/31/2022
Nuveen Small Cap Growth Opp R6,FMPFX,US6706938452,F00000X673,Equity,,,,134.63,7/31/2022
Nuveen Small Cap Select A,EMGRX,US6706908331,FOUSA00B9X,Equity,,,,137.42,7/31/2022
Nuveen Small Cap Select C,FHMCX,US6706908588,FOUSA02TP2,Equity,,,,137.15,7/31/2022
Nuveen Small Cap Select I,ARSTX,US6706908745,FOUSA00BA1,Equity,,,,137.56,7/31/2022
Nuveen Small Cap Select R6,ASEFX,US6706935631,F00000ZXI9,Equity,,,,137.57,7/31/2022
Nuveen Small Cap Value A,FSCAX,US6706783098,FOUSA00CGD,Equity,,,,154.75,7/31/2022
Nuveen Small Cap Value C,FSCVX,US6706783411,FOUSA00KP3,Equity,,,,154.80,7/31/2022
Nuveen Small Cap Value I,FSCCX,US6706782009,FOUSA00BY1,Equity,,,,154.82,7/31/2022
Nuveen Small Cap Value R6,FSCWX,US6706938379,F00000X66P,Equity,,,,154.76,7/31/2022
Nuveen Small/Mid Cap Value R6,NWQFX,US6707294665,F00000X662,Equity,,,,136.30,7/31/2022
Nuveen Small/Mid-Cap Value A,NSMAX,US67064Y5785,FOUSA069W4,Equity,,,,136.35,7/31/2022
Nuveen Small/Mid-Cap Value C,NSMCX,US67064Y5520,FOUSA069W6,Equity,,,,136.33,7/31/2022
Nuveen Small/Mid-Cap Value I,NSMRX,US67064Y5454,FOUSA069W7,Equity,,,,136.35,7/31/2022
Nuveen Small-Cap Value Opps A,NSCAX,US67064Y7500,FOUSA05C1L,Equity,,,,142.74,7/31/2022
Nuveen Small-Cap Value Opps C,NSCCX,US67064Y7351,FOUSA05C1N,Equity,,,,142.75,7/31/2022
Nuveen Small-Cap Value Opps I,NSCRX,US67064Y7278,FOUSA05C1O,Equity,,,,142.75,7/31/2022
Nuveen Small-Cap Value Opps R6,NSCFX,US6707298476,F00000PB3V,Equity,,,,142.70,7/31/2022
Nuveen Strategic Income A,FCDDX,US6706783668,FOUSA00JN3,Fixed Income,4.39,,,36.14,7/31/2022
Nuveen Strategic Income C,FCBCX,US6706783825,FOUSA00K9X,Fixed Income,4.39,,,35.99,7/31/2022
Nuveen Strategic Income I,FCBYX,US6706783908,FOUSA00I6U,Fixed Income,4.39,,,36.15,7/31/2022
Nuveen Strategic Income R6,FSFRX,US6706938783,F00000UQTE,Fixed Income,4.39,,,36.08,7/31/2022
Nuveen Strategic Municipal Opps A,NSAOX,US67065Q5909,F00000V4QB,Fixed Income,5.57,8.91,,32.14,7/31/2022
Nuveen Strategic Municipal Opps C,NSCOX,US67065Q5826,F00000V4QC,Fixed Income,5.57,8.91,,32.21,7/31/2022
Nuveen Strategic Municipal Opps I,NSIOX,US67065Q5743,F00000V4QD,Fixed Income,5.57,8.91,,32.23,7/31/2022
Nuveen VA Municipal Bond A,FVATX,US67065L6902,FOUSA00CPU,Fixed Income,8.42,7.18,,24.63,7/31/2022
Nuveen VA Municipal Bond C,FVCCX,US67065L5755,F00000S8GA,Fixed Income,8.42,7.18,,24.59,7/31/2022
Nuveen VA Municipal Bond I,NMVAX,US67065L6662,FOUSA00KKD,Fixed Income,8.42,7.18,,24.42,7/31/2022
Nuveen WI Municipal Bond A,FWIAX,US67065R7219,FOUSA00CKK,Fixed Income,9.99,7.81,,25.00,7/31/2022
Nuveen WI Municipal Bond C,FWCCX,US67065R6229,F00000S8SB,Fixed Income,9.99,7.81,,24.91,7/31/2022
Nuveen WI Municipal Bond I,FWIRX,US67065R6898,FOUSA00JCR,Fixed Income,9.99,7.81,,24.83,7/31/2022
Nuveen Winslow Large-Cap Growth ESG A,NWCAX,US6707256888,FOUSA08PQ1,Equity,,,,113.89,7/31/2022
Nuveen Winslow Large-Cap Growth ESG C,NWCCX,US6707256706,FOUSA08PQ2,Equity,,,,113.87,7/31/2022
Nuveen Winslow Large-Cap Growth ESG I,NVLIX,US6707256623,FOUSA08PQ5,Equity,,,,113.98,7/31/2022
Nuveen Winslow Large-Cap Growth ESG R6,NWCFX,US6707253737,F00000PHXG,Equity,,,,113.97,7/31/2022
Oakhurst Fixed Income,OHFIX,US30316P1003,F00000OAWX,Fixed Income,,5.18,,16.17,7/31/2022
Oakhurst Short Duration Bond,OHSDX,US30316P2092,F00000PHW1,Fixed Income,,2.21,,9.52,7/31/2022
Oakhurst Shrt Dur Hi Yld Crdt Instl,OHSHX,US30316P3082,F00000VYLC,Fixed Income,,,,45.32,7/31/2022
Oakhurst Strategic Defined Risk Instl,OASDX,US81752T4031,F00000X5V6,Equity,1.86,1.57,1.91,51.19,7/31/2022
Oakmark Advisor,OAYMX,US4138387984,F00000XOSB,Equity,,,,136.60,7/31/2022
Oakmark Bond Advisor,OAYCX,US4138386408,F0000150N6,Fixed Income,,5.46,,20.19,7/31/2022
Oakmark Bond Institutional,OANCX,US4138386325,F0000150N7,Fixed Income,,5.46,,20.17,7/31/2022
Oakmark Bond Investor,OAKCX,US4138384833,F00001DEO4,Fixed Income,,5.46,,,
Oakmark Bond R6,OAZCX,US4138385418,F00001684T,Fixed Income,,5.46,,,
Oakmark Equity and Income Advisor,OAYBX,US4138387729,F00000XOSF,Allocation,,5.24,,94.20,7/31/2022
Oakmark Equity and Income Institutional,OANBX,US4138387646,F00000XOSG,Allocation,,5.24,,94.22,7/31/2022
Oakmark Equity And Income Investor,OAKBX,US4138384007,FOUSA00EA6,Allocation,,5.24,,94.25,7/31/2022
Oakmark Equity and Income R6,OAZBX,US4138385582,F00001684U,Allocation,,5.24,,,
Oakmark Global Advisor,OAYGX,US4138386812,F00000XOSH,Equity,,,,149.26,7/31/2022
Oakmark Global Institutional,OANGX,US4138386739,F00000XOSI,Equity,,,,149.18,7/31/2022
Oakmark Global Investor,OAKGX,US4138388305,FOUSA00K8J,Equity,,,,149.16,7/31/2022
Oakmark Global R6,OAZGX,US4138385905,F00001684W,Equity,,,,,
Oakmark Global Select Advisor,OAYWX,US4138387562,F00000XOSZ,Equity,,,,144.00,7/31/2022
Oakmark Global Select Institutional,OANWX,US4138387497,F00000XOTI,Equity,,,,144.17,7/31/2022
Oakmark Global Select Investor,OAKWX,US4138388222,FOUSA05K4G,Equity,,,,144.20,7/31/2022
Oakmark Global Select R6,OAZWX,US4138385822,F00001684X,Equity,,,,,
Oakmark Institutional,OANMX,US4138387802,F00000XOSC,Equity,,,,136.62,7/31/2022
Oakmark International Advisor,OAYIX,US4138387315,F00000XOSW,Equity,,,,168.82,7/31/2022
Oakmark International Institutional,OANIX,US4138387232,F00000XOSV,Equity,,,,168.86,7/31/2022
Oakmark International Investor,OAKIX,US4138382027,FOUSA00E9G,Equity,,,,168.83,7/31/2022
Oakmark International R6,OAZIX,US4138385749,F00001684Y,Equity,,,,,
Oakmark International Small Cap Advisor,OAYEX,US4138386655,F00000XOSX,Equity,,,,157.73,7/31/2022
Oakmark International Small Cap Instl,OANEX,US4138386572,F00000XOSY,Equity,,,,157.65,7/31/2022
Oakmark International Small Cap Investor,OAKEX,US4138385095,FOUSA00D7A,Equity,,,,157.51,7/31/2022
Oakmark International Small Cap R6,OAZEX,US4138385665,F00001684Z,Equity,,,,,
Oakmark Investor,OAKMX,US4138381037,FOUSA00E9D,Equity,,,,136.59,7/31/2022
Oakmark R6,OAZMX,US4138386242,F00001684V,Equity,,,,,
Oakmark Select Advisor,OAYLX,US4138387158,F00000XOSD,Equity,,,,149.33,7/31/2022
Oakmark Select Institutional,OANLX,US4138386994,F00000XOSE,Equity,,,,149.39,7/31/2022
Oakmark Select Investor,OAKLX,US4138386085,FOUSA00KZH,Equity,,,,149.34,7/31/2022
Oakmark Select R6,OAZLX,US4138386168,F000016850,Equity,,,,,
Oaktree Emerging Markets Equity A,OEQAX,US1127405686,F000016J33,Equity,,,,,
Oaktree Emerging Markets Equity I,OEQIX,US1127405439,F000016J34,Equity,,,,,
Oberweis China Opportunities,OBCHX,US6743754078,FOUSA05CEO,Equity,,,,174.65,7/31/2022
Oberweis China Opportunities Instl,OCHIX,US6743758608,F00000YMRF,Equity,,,,174.97,7/31/2022
Oberweis Emerging Markets Institutional,OIEMX,US6743758459,F0000103YI,Equity,,,,138.27,7/31/2022
Oberweis Emerging Markets Investor,OBEMX,US6743758376,F0000103YH,Equity,,,,138.08,7/31/2022
Oberweis Focused International Gr Fd,OFIGX,US6743758111,F00001DD06,Equity,,,,,
Oberweis Global Opportunities Instl,OBGIX,US6743758863,F00000YMRD,Equity,,,,140.54,7/31/2022
Oberweis Global Opportunities Investor,OBEGX,US6743751009,FOUSA00E94,Equity,,,,140.51,7/31/2022
Oberweis International Opportunities,OBIOX,US6743755067,FOUSA06AQH,Equity,,,,145.21,7/31/2022
Oberweis International Opps Instl,OBIIX,US6743757048,F00000SCIK,Equity,,,,144.27,7/31/2022
Oberweis Micro Cap Institutional,OMCIX,US6743758038,F00000YHTB,Equity,,,,159.60,7/31/2022
Oberweis Micro-Cap,OBMCX,US6743752098,FOUSA00FWK,Equity,,,,159.69,7/31/2022
Oberweis Small-Cap Opportunities,OBSOX,US6743753088,FOUSA00KT0,Equity,,,,135.16,7/31/2022
Oberweis Small-Cap Opportunities Instl,OBSIX,US6743758780,F00000YMRE,Equity,,,,135.19,7/31/2022
OCM Gold Advisors,OCMAX,US67087F2002,F00000GUPP,Equity,,,,246.63,7/31/2022
OCM Gold Investor,OCMGX,US67087F1012,FOUSA00DWF,Equity,,,,245.96,7/31/2022
Oil Equipment&Svcs UltraSector Pro Inv,OEPIX,US74318Q7088,FOUSA05III,Equity,,,,517.01,7/31/2022
Oil Equipment&Svcs UltraSector Pro Svc,OEPSX,US74318Q8078,FOUSA05IIJ,Equity,,,,516.25,7/31/2022
Oklahoma Municipal A,OKMUX,US9268268276,FOUSA00G00,Fixed Income,,7.08,,20.63,7/31/2022
Oklahoma Municipal I,OKMIX,US9268268193,F00000Z65Y,Fixed Income,,7.08,,20.63,7/31/2022
Old Westbury All Cap Core,OWACX,US6804143070,FOUSA00IBV,Equity,,,,99.30,7/31/2022
Old Westbury California Municipal Bd,OWCAX,US6804148772,F00001159Y,Fixed Income,,3.43,,14.56,7/31/2022
Old Westbury Credit Income,OWCIX,US6804148517,F000015FCI,Fixed Income,,,,,
Old Westbury Fixed Income,OWFIX,US6804144060,FOUSA00JUR,Fixed Income,,3.94,,13.34,7/31/2022
Old Westbury Large Cap Strategies,OWLSX,US6804141090,FOUSA00CA4,Equity,,,,95.03,7/31/2022
Old Westbury Municipal Bond,OWMBX,US6804145059,FOUSA00GMU,Fixed Income,,3.73,,15.41,7/31/2022
Old Westbury New York Municipal Bd,OWNYX,US6804148699,F00001159Z,Fixed Income,,3.60,,15.65,7/31/2022
Old Westbury Small & Mid Cap Strategies,OWSMX,US6804146040,FOUSA05BR7,Equity,,,,114.13,7/31/2022
Olstein All Cap Value A,OFAVX,US56167N5639,F000010SV3,Equity,,,,128.16,7/31/2022
Olstein All Cap Value Adv,OFAFX,US56167N6215,FOUSA00JOL,Equity,,,,128.20,7/31/2022
Olstein All Cap Value C,OFALX,US56167N6132,FOUSA00B96,Equity,,,,128.12,7/31/2022
Olstein Strategic Opportunities A,OFSAX,US56167N5977,FOUSA05TUY,Equity,,,,163.95,7/31/2022
Olstein Strategic Opportunities Adviser,OFSFX,US56167N5712,F00000VEK6,Equity,,,,163.85,7/31/2022
Olstein Strategic Opportunities C,OFSCX,US56167N5894,FOUSA05TUZ,Equity,,,,163.68,7/31/2022
One Rock,ONERX,US55375E6059,F000014EYT,Equity,,,,152.82,7/31/2022
OnTrack Core Advisor,OTRGX,US00771F3010,F00000Q1CY,Alternative,,,,32.84,7/31/2022
OnTrack Core Investor,OTRFX,US00771F1030,F00000OYFY,Alternative,,,,32.88,7/31/2022
Optima Strategic Credit Founders,OPTCX,US74933W7184,F00001CUJB,Fixed Income,,,,,
Optimum Fixed Income A,OAFIX,US2461186817,FOUSA04B84,Fixed Income,6.46,,,20.90,7/31/2022
Optimum Fixed Income C,OCFIX,US2461186650,FOUSA04B82,Fixed Income,6.46,,,20.78,7/31/2022
Optimum Fixed Income Instl,OIFIX,US2461186577,FOUSA04B83,Fixed Income,6.46,,,20.76,7/31/2022
Optimum International A,OAIEX,US2461187310,FOUSA04B8V,Equity,,,,121.28,7/31/2022
Optimum International C,OCIEX,US2461187153,FOUSA04B8X,Equity,,,,121.21,7/31/2022
Optimum International Instl,OIIEX,US2461186999,FOUSA04B8Y,Equity,,,,121.22,7/31/2022
Optimum Large Cap Growth A,OALGX,US2461187070,FOUSA04B85,Equity,,,,114.89,7/31/2022
Optimum Large Cap Growth C,OCLGX,US2461188896,FOUSA04B88,Equity,,,,114.65,7/31/2022
Optimum Large Cap Growth Instl,OILGX,US2461188714,FOUSA04B89,Equity,,,,114.85,7/31/2022
Optimum Large Cap Value A,OALVX,US2461188631,FOUSA04B3Z,Equity,,,,99.59,7/31/2022
Optimum Large Cap Value C,OCLVX,US2461188482,FOUSA04B41,Equity,,,,99.59,7/31/2022
Optimum Large Cap Value Instl,OILVX,US2461188300,FOUSA04B42,Equity,,,,99.66,7/31/2022
Optimum Small-Mid Cap Growth A,OASGX,US2461188227,FOUSA04B43,Equity,,,,136.97,7/31/2022
Optimum Small-Mid Cap Growth C,OCSGX,US2461187989,FOUSA04B45,Equity,,,,136.93,7/31/2022
Optimum Small-Mid Cap Growth Instl,OISGX,US2461187807,FOUSA04B46,Equity,,,,137.09,7/31/2022
Optimum Small-Mid Cap Value A,OASVX,US2461187724,FOUSA04B47,Equity,,,,141.57,7/31/2022
Optimum Small-Mid Cap Value C,OCSVX,US2461187567,FOUSA04B49,Equity,,,,141.47,7/31/2022
Optimum Small-Mid Cap Value Instl,OISVX,US2461187492,FOUSA04B4A,Equity,,,,141.61,7/31/2022
O'Shaughnessy Market Leaders Value I,OFVIX,US00770X4447,F00000WNVL,Equity,,,,123.60,7/31/2022
Osterweis,OSTFX,US7429354068,FOUSA00CMQ,Equity,,,,88.23,7/31/2022
Osterweis Emerging Opportunity,OSTGX,US74316P7446,F00000XOWT,Equity,,,,159.30,7/31/2022
Osterweis Growth & Income Fund,OSTVX,US74316J7717,F00000ITRS,Allocation,3.63,,,70.42,7/31/2022
Osterweis Strategic Income,OSTIX,US7429354894,FOUSA04BMD,Fixed Income,2.97,3.30,,30.72,7/31/2022
Osterweis Total Return,OSTRX,US74316P7362,F00000XX04,Fixed Income,0.49,,,13.63,7/31/2022
OTG Latin America A Shares,OTGAX,US98148K2270,F000011PZ3,Equity,,,,184.69,7/31/2022
