Name,SecId,Morningstar Category,Base Currency,Cat#,#Months,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,R^2,Beta,Idiosyncratic Risk (Standard Error of Regression),Equity,Base Risk Score,Base Alignment Score,Global Tilt,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,Std of Returns,Std of RBSA Benchmark,Ratio of SDs,Risk Score,Active Risk (Alignment Score),Misfit Risk,Residual Risk,Asset Allocation Risk,Blended Benchmark Risk,Cov
RMB A,FOUSA00C3V,US Fund Large Growth,US Dollar,47,48,0.995420327,0.004579673,7.05E-13,3.87E-13,4.29E-13,2.20E-13,0,0,0.957839536,1.025556395,1.117643548,100,102.6425068,128.8576377,0,0.760109375,0.210833257,0.055482436,0.016817127,0.002102141,-0.045344336,0,0,4.189892381,19.4973108,8.081044012,0.16828254,0.004559584,-0.021989528,0,0,4.695002431,4.560035167,1.029597856,105.680505,7.96055904,1.971896139,5.988662901,99.69184205,99.69184205,-0.98594807
Rydex NASDAQ-100? Inv,FOUSA00CFK,US Fund Large Growth,US Dollar,47,48,0.99084547,5.38E-13,7.03E-13,0.00915453,6.32E-12,2.22E-12,0,0,0.872238858,1.027848093,2.026469985,99.084547,101.9502649,212.6904839,0,0.754983043,0.209411355,0.055108251,0.018399394,0.002299924,-0.040201968,0,0,2.550790989,12.13248954,4.886835637,0.051806338,0.002546935,-0.011763453,0,0,4.961771348,4.529083164,1.095535491,111.6901336,20.52283885,1.892460805,18.63037805,93.05975552,93.05975552,-0.946230403
Rydex S&P 500 Pure Growth H,FOUSA0564A,US Fund Large Growth,US Dollar,47,48,1,2.48E-16,2.33E-14,3.20E-13,2.46E-14,1.06E-15,0,0,0.88603506,1.10305064,2.056307328,100,110,217.0930829,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,3.923043747,13.07689322,5.344167363,-1.96E-12,-2.37E-14,-0.024607646,0,0,5.319601125,4.906093793,1.088061268,119.6867395,19.93333059,2.049360118,17.88397047,101.802769,101.0972482,-0.671919645
Saratoga Large Capitalization Growth I,FOUSA00B8J,US Fund Large Growth,US Dollar,47,48,0.973727409,4.88E-13,4.94E-13,0.026272591,6.03E-10,2.41E-11,0,0,0.894532318,1.009176676,1.754969952,97.37274085,98.36476867,186.1892088,0,0.72843099,0.202046552,0.053170145,0.026594814,0.003324352,-0.013566853,0,0,2.727820151,12.86203809,5.181404888,0.000484758,0.003349684,-0.004687877,0,0,4.708096827,4.368782005,1.07766806,106.0045694,16.57840813,1.849410775,14.72899735,91.27557207,91.27557207,-0.924705388
Schwab ? US Large-Cap Growth Idx,F00000ZI0T,US Fund Large Growth,US Dollar,47,48,0.991390864,1.05E-12,1.07E-12,0.008609136,1.10E-11,3.47E-12,0,0,0.917757,1.029759753,1.58885605,99.13908635,102.1954182,171.5687684,0,0.756798502,0.209914913,0.055240767,0.017839044,0.002229881,-0.042023106,0,0,3.176148359,15.11316348,6.087333888,0.064193504,0.003055475,-0.015166528,0,0,4.810038228,4.540044516,1.059469398,108.2729181,13.77524251,1.961380606,11.81386191,96.45905622,96.45905622,-0.980690303
Schwab Large-Cap Growth,FOUSA05CFE,US Fund Large Growth,US Dollar,47,48,0.999101965,6.35E-13,6.73E-13,0.000898035,4.71E-12,2.26E-12,0,0,0.924626689,1.018991389,1.510939626,99.91019649,101.9278829,164.3779265,0,0.754817295,0.209365381,0.055096153,0.018450553,0.002306319,-0.040035701,0,0,3.298115931,15.73159231,6.336797907,0.139611274,0.004017841,-0.015731676,0,0,4.77351746,4.528082418,1.054202865,107.4526662,12.74169371,1.976189192,10.76550452,96.68716168,96.68716168,-0.988094596
Schwab Select Large Cap Growth,FOUSA00HI4,US Fund Large Growth,US Dollar,47,48,0.94889674,1.26E-17,1.11E-17,0.05110326,5.63E-15,1.06E-16,0,0,0.869795147,1.049409475,2.005192576,94.88967402,99.6309361,210.0414189,0,0.737807473,0.204647328,0.05385456,0.023700717,0.00296259,-0.022972668,0,0,2.465822972,11.59993139,4.67093071,-0.118185827,0.000101471,-0.005962194,0,0,4.858481938,4.425386929,1.097866021,109.3814193,20.44335906,1.811570566,18.63178849,90.74963085,90.74963085,-0.905785283
Segall Bryant & Hamill All Cap Instl,F00000PTBF,US Fund Large Growth,US Dollar,47,48,0.950243203,2.73E-11,2.64E-10,0.049756797,3.43E-10,6.37E-11,0,0,0.953871496,1.01054223,1.099005645,95.0243203,96.1016702,125.4404265,0,0.711671828,0.197398025,0.051946849,0.031767611,0.003970951,0.003244736,0,0,3.868636941,18.1186301,7.298197083,-0.13499746,0.002535546,0.001606268,0,0,4.406855374,4.267617705,1.032626556,99.23713674,8.04065954,1.868793716,6.171865824,93.06527091,93.06527091,-0.934396858
SEI Large Cap Growth F (SIMT),FOUSA00B7X,US Fund Large Growth,US Dollar,47,48,0.973261091,6.79E-12,7.26E-12,0.026738908,4.01E-10,4.36E-11,0,0,0.941409347,1.027672193,1.297828646,97.32610914,100.1073569,144.3496253,0,0.741335562,0.205625922,0.054112085,0.022611756,0.002826469,-0.026511794,0,0,3.632838192,17.16237029,6.912769391,-0.036318405,0.003048992,-0.011163257,0,0,4.632211209,4.446686574,1.041721995,104.2840355,10.12680493,1.940727766,8.186077163,96.09795833,96.09795833,-0.970363883
Sequoia,FOUSA00F4J,US Fund Large Growth,US Dollar,47,48,0.948027174,3.33E-12,0.051972826,5.16E-11,1.06E-11,3.36E-12,0,0,0.913634159,1.041549149,1.645152883,99.99999999,104.6272157,172.0613451,0,0.774806949,0.214909957,0.056555252,0.01228065,0.001535081,-0.060087888,0,0,2.314825907,12.24068165,0.150847241,0.068515601,0.001724565,-0.015427236,0,0,4.931298298,4.648782087,1.060772092,110.9856305,13.51172609,1.159172939,12.35255315,98.63307732,98.63307732,-0.579586469
Sextant Growth,FOUSA00DM6,US Fund Large Growth,US Dollar,47,48,0.933363146,2.22E-19,1.45E-19,0.066636854,5.42E-17,6.25E-19,0,0,0.922233211,1.027424695,1.449962912,93.33631461,95.94808818,156.9743169,0,0.710534491,0.19708256,0.051863831,0.032118656,0.004014832,0.004385631,0,0,3.068191743,14.36125637,5.782953135,-0.171280685,-0.000663343,0.001603257,0,0,4.500711792,4.260752772,1.056318456,101.3517364,12.32894714,1.809750482,10.51919666,90.83253975,90.83253975,-0.904875241
Shelton Nasdaq-100 Index Direct,FOUSA008LY,US Fund Large Growth,US Dollar,47,48,0.985641593,1.18E-16,1.69E-16,0.014358407,3.56E-15,7.92E-16,0,0,0.872414766,1.027177482,2.013168898,98.56415932,101.344025,211.2862986,0,0.75049359,0.208166105,0.054780554,0.019785086,0.002473136,-0.035698471,0,0,2.539790647,12.05338843,4.855016651,0.028192387,0.002491807,-0.010462448,0,0,4.931597,4.501977338,1.095429103,111.0151944,20.37745462,1.87762669,18.49982793,92.5153665,92.5153665,-0.938813345
Sit Large Cap Growth,FOUSA00E5A,US Fund Large Growth,US Dollar,47,48,0.999999994,2.68E-12,2.39E-12,6.01E-09,1.53E-11,6.96E-12,0,0,0.937670772,1.031306051,1.382103735,99.9999994,103.2453736,152.9530861,0,0.764573848,0.212071578,0.05580831,0.015439146,0.001929893,-0.049822775,0,0,3.629225137,17.33784631,6.983203358,0.131020816,0.003432461,-0.020311029,0,0,4.790689304,4.586991745,1.044407658,107.8302588,10.99160527,2.016781761,8.974823509,98.85543525,98.85543525,-1.008390881
State Street Instl Premier Growth Eq Inv,FOUSA00ILZ,US Fund Large Growth,US Dollar,47,48,0.965723721,4.69E-13,5.50E-13,0.034276279,7.57E-11,6.06E-12,0,0,0.931429603,1.02323504,1.394804625,96.57237207,98.89922528,152.7852548,0,0.732388857,0.203144355,0.053459041,0.025373199,0.00317165,-0.017537102,0,0,3.354509992,15.80109068,6.364538419,-0.064828547,0.002670715,-0.006999926,0,0,4.608803767,4.392674836,1.049202124,103.7652772,11.40350879,1.899597509,9.50391128,94.2613659,94.2613659,-0.949798754
T. Rowe Price All-Cap Opportunities Fund,FOUSA00EJG,US Fund Large Growth,US Dollar,47,48,0.936743926,1.53E-22,0.03559956,0.027656514,1.37E-21,4.84E-22,0,0,0.935822648,1.022781802,1.343362073,97.23434865,99.76349838,144.0002379,0,0.73878915,0.204919618,0.053926215,0.023397718,0.002924715,-0.023957417,0,0,2.900307321,14.29329462,1.521220056,-0.029248939,0.002397381,-0.008474135,0,0,4.630460057,4.431313426,1.044940769,104.2469467,10.08187893,1.307806314,8.77407262,95.47287405,95.47287405,-0.653903157
T. Rowe Price Blue Chip Growth,FOUSA00EI7,US Fund Large Growth,US Dollar,47,48,0.95512916,8.17E-16,1.32E-15,0.04487084,5.10E-13,1.54E-14,0,0,0.878856985,1.037489786,1.914472767,95.51291603,99.15880716,201.3411932,0,0.734311167,0.20367755,0.053599355,0.024779869,0.003097484,-0.019465425,0,0,2.553516485,12.0128526,4.837868547,-0.097915768,0.000867888,-0.005544234,0,0,4.802383284,4.40427965,1.090390181,108.1217897,19.0048683,1.821908499,17.18295981,90.93882987,90.93882987,-0.910954249
T. Rowe Price Growth Stock,FOUSA00EJ5,US Fund Large Growth,US Dollar,47,48,0.976744403,3.23E-20,7.65E-20,0.023255597,1.49E-18,9.20E-20,0,0,0.881461551,1.04196018,1.941023578,97.67444026,101.8566471,204.4671995,0,0.754289765,0.209219059,0.055057647,0.018613378,0.002326672,-0.039506521,0,0,2.648150371,12.54356079,5.051891622,-0.029749104,0.0016931,-0.011277428,0,0,4.923643813,4.524897332,1.088122769,110.8325369,19.1135482,1.888690593,17.22485761,93.60767925,93.60767925,-0.944345296
T. Rowe Price Instl Large Cap Core Gr,FOUSA04BCR,US Fund Large Growth,US Dollar,47,48,0.95218196,1.72E-16,2.87E-16,0.04781804,1.29E-13,4.58E-15,0,0,0.879206225,1.037223593,1.905097102,95.21819602,98.8251533,200.3752369,0,0.731840324,0.202992207,0.053419002,0.025542507,0.003192813,-0.016986853,0,0,2.548635959,11.98144498,4.825130996,-0.105735865,0.000689762,-0.004844152,0,0,4.784966685,4.389363417,1.090127709,107.7320379,18.89187817,1.814497032,17.07738114,90.65465679,90.65465679,-0.907248516
T. Rowe Price Lrg Cp Gr I,FOUSA02VIY,US Fund Large Growth,US Dollar,47,48,0.954650735,7.77E-15,3.09E-14,0.045349265,2.60E-13,9.60E-14,0,0,0.899959715,1.034611749,1.713628282,95.46507352,98.83557994,182.2825087,0,0.731917538,0.203013624,0.053424638,0.025518674,0.003189834,-0.017064308,0,0,2.803524177,13.18321607,5.30930446,-0.106447777,0.001033969,-0.005416249,0,0,4.712443667,4.389829544,1.073491264,106.0991317,15.87484451,1.845004169,14.02984034,92.06929132,92.06929132,-0.922502084
T. Rowe Price Tax-Efficient Equity,FOUSA00P3S,US Fund Large Growth,US Dollar,47,48,1,2.15E-19,3.31E-19,1.64E-16,9.43E-19,4.64E-19,0,0,0.92165184,1.057152556,1.602142023,100,105.8161795,173.6648682,0,0.783611708,0.217352152,0.057197935,0.009563018,0.001195377,-0.06892019,0,0,3.34561173,16.01602317,6.44976469,0.069367116,0.001607141,-0.022821136,0,0,4.967413638,4.701950573,1.056458072,111.790357,13.66367848,2.034588905,11.62908958,100.1612674,100.1612674,-1.017294453
TCW New America Premier Equities I,F00000WJF3,US Fund Large Growth,US Dollar,47,48,0.932905556,4.29E-18,1.76E-19,0.067094444,5.23E-17,4.50E-18,0,0,0.843357357,1.061238357,2.221698886,93.29055556,99.03604236,230.6493334,0,0.733402043,0.203425384,0.053532996,0.025060475,0.003132559,-0.018553458,0,0,2.210983475,10.39162161,4.183285412,-0.133444042,-0.001203319,-0.004086318,0,0,4.9280129,4.398791334,1.120310678,110.9511357,24.30482441,1.754205041,22.55061937,88.40051635,88.40051635,-0.877102521
TCW Select Equities I,FOUSA00E7O,US Fund Large Growth,US Dollar,47,48,0.969552886,3.35E-13,3.54E-13,0.030447114,2.43E-11,1.48E-12,0,0,0.852835324,1.051246551,2.202390992,96.9552886,101.9952411,229.4147436,0,0.75531611,0.209503738,0.055132563,0.018296592,0.002287074,-0.040536077,0,0,2.364742367,11.18439508,4.50411058,-0.060057386,0.00100134,-0.00989107,0,0,5.037989696,4.531094139,1.111870454,113.405495,23.51593215,1.843463037,21.67246912,91.73302586,91.73302586,-0.921731519
The Investment House Growth,FOUSA04AHF,US Fund Large Growth,US Dollar,47,48,1,9.58E-12,5.52E-12,4.23E-10,4.77E-12,5.36E-11,0,0,0.900650064,1.107704655,1.91232687,99.99999999,110,203.5856471,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,5.57636106,12.99101694,5.417512775,-2.82E-09,-5.52E-12,-0.02851076,0,0,5.28491155,4.926793687,1.080965927,118.906252,17.64507696,2.076335808,15.56874115,103.3375108,101.7608393,-0.249832168
The North Country Large Cap Equity Fund,FOUSA02V0T,US Fund Large Growth,US Dollar,47,48,0.926142455,5.54E-17,1.66E-17,0.073857545,1.47E-15,9.89E-15,0,0,0.951330693,1.009486099,1.101319201,92.61424555,93.54921485,124.7681578,0,0.692769861,0.192155144,0.050567143,0.037601795,0.004700224,0.022205833,0,0,3.679452007,17.1656997,6.912760489,-0.212108883,-0.000988872,0.010720852,0,0,4.297062468,4.153533661,1.034555831,96.78188571,8.15940088,1.802035574,6.357365307,90.4245204,90.4245204,-0.901017787
Thornburg Small/Mid Cap Growth A,FOUSA02SWV,US Fund Large Growth,US Dollar,47,48,0.980389508,2.90E-18,4.16E-18,0.019610492,4.94E-18,4.20E-18,0,0,0.754074232,1.049085845,3.054475398,98.03895078,102.9349369,312.2804012,0,0.762274938,0.211433924,0.055640506,0.016148716,0.002018589,-0.047516674,0,0,1.768182,8.391757956,3.379618883,-0.01561708,0.00099789,-0.008723546,0,0,5.499378353,4.573110792,1.202546495,123.7840475,39.91415476,1.727576688,38.18657807,85.59746946,85.59746946,-0.863788344
Thrivent Large Cap Growth S,FOUSA02SO9,US Fund Large Growth,US Dollar,47,48,0.990995346,1.61E-12,1.57E-12,0.009004654,9.26E-12,5.94E-12,0,0,0.884305379,1.027536331,1.914901184,99.09953462,101.9351048,202.0869495,0,0.754870776,0.209380215,0.055100057,0.018434046,0.002304256,-0.04008935,0,0,2.683889494,12.76598941,5.142012764,0.055765803,0.002698848,-0.012360158,0,0,4.916635163,4.528405324,1.085732131,110.6742186,18.69765039,1.909485189,16.7881652,93.88605337,93.88605337,-0.954742595
TIAA-CREF Large-Cap Gr Idx Instl,FOUSA02VUY,US Fund Large Growth,US Dollar,47,48,0.99071581,2.97E-13,3.04E-13,0.00928419,3.51E-12,1.04E-12,0,0,0.917559614,1.029809011,1.589950473,99.07158097,102.1300185,171.6509288,0,0.756314191,0.209780579,0.055205415,0.017988529,0.002248566,-0.04153728,0,0,3.170927107,15.08405683,6.07561315,0.059973265,0.003038281,-0.014968003,0,0,4.807640115,4.537120338,1.059623672,108.2193853,13.79537397,1.959281354,11.83609261,96.38329266,96.38329266,-0.979640677
TIAA-CREF Large-Cap Growth Inst,FOUSA05H97,US Fund Large Growth,US Dollar,47,48,0.965557957,3.47E-12,4.98E-12,0.034442043,4.30E-11,2.46E-11,0,0,0.896062086,1.030865755,1.76356726,96.55579571,99.61471653,187.1954797,0,0.73768736,0.204614012,0.053845793,0.023737791,0.002967224,-0.02285218,0,0,2.774053051,13.07742214,5.267154565,-0.063257019,0.001828298,-0.007265348,0,0,4.763171372,4.424661799,1.076505186,107.2357589,16.56295913,1.862487412,14.70047172,92.53528719,92.53528719,-0.931243706
Timothy Plan Large/Mid Cap Growth A,FOUSA02UPK,US Fund Large Growth,US Dollar,47,48,0.999999728,7.01E-11,5.16E-11,2.72E-07,2.50E-10,6.10E-11,0,0,0.943189879,1.021060413,1.302557815,99.99997279,102.2261917,145.5404487,0,0.757026393,0.209978124,0.055257401,0.017768705,0.002221088,-0.04225171,0,0,3.74488766,17.8736812,7.199523119,0.160321028,0.004384855,-0.01866014,0,0,4.724527154,4.541420479,1.040319252,106.3478753,10.09205335,2.008428761,8.083624586,98.26425067,98.26425067,-1.00421438
Touchstone Growth Opportunities A,FOUSA00DOB,US Fund Large Growth,US Dollar,47,48,0.999999972,8.63E-12,1.39E-11,2.83E-08,1.84E-11,1.18E-11,0,0,0.949762505,1.02456726,1.224839923,99.99999717,102.5750553,138.7229951,0,0.759609869,0.210694708,0.055445976,0.016971302,0.002121413,-0.044843268,0,0,3.953677411,18.87638438,7.603228648,0.160018318,0.004313891,-0.020565175,0,0,4.718755841,4.557019185,1.035491766,106.2156251,9.179738508,2.023380419,7.156358089,99.05926702,99.05926702,-1.011690209
Touchstone Large Company Growth Instl,F000003SVT,US Fund Large Growth,US Dollar,47,48,0.924537747,1.32E-18,1.01E-16,0.075462253,1.55E-16,6.28E-17,0,0,0.87765048,1.024942924,1.842719038,92.45377469,94.80647009,193.5957542,0,0.702080346,0.194737614,0.051246741,0.034728068,0.004341009,0.012866222,0,0,2.42696363,11.34774998,4.569057459,-0.147530223,-0.001384402,0.003794311,0,0,4.595367598,4.209725633,1.091607387,103.4914431,18.36773413,1.726628664,16.64110546,86.85033761,86.85033761,-0.863314332
Touchstone Sands Capital Select Growth Z,FOUSA00L6M,US Fund Large Growth,US Dollar,47,48,0.986735247,4.27E-11,0.013264753,1.53E-10,3.94E-11,2.80E-11,0,0,0.693381565,1.085883161,3.741894736,99.99999998,108.7471318,379.6462063,0,0.805316597,0.223372487,0.058782233,0.002863699,0.000357962,-0.090692979,0,0,1.512892349,7.251830436,2.073087722,0.008541333,0.000165242,-0.01148231,0,0,6.112278019,4.833028695,1.264688957,137.5312967,53.05831656,1.514274857,51.5440417,85.98725495,85.98725495,-0.757137429
Tran Capital Focused Fund I,FOUSA06MLJ,US Fund Large Growth,US Dollar,47,48,1,1.84E-16,1.92E-16,6.94E-14,4.35E-16,1.53E-16,0,0,0.866413309,1.039637447,2.12194121,100,104.0740816,222.2210894,0,0.770710766,0.213773789,0.05625626,0.013544956,0.00169312,-0.055978892,0,0,2.535195046,12.11996105,4.881319169,0.078364198,0.001977985,-0.015313455,0,0,5.087676488,4.624047746,1.100264696,114.5090378,21.84597005,1.926972234,19.91899781,94.59003994,94.59003994,-0.963486117
Transamerica Capital Growth A,FOUSA00K1X,US Fund Large Growth,US Dollar,47,48,1,3.83E-19,6.67E-19,8.49E-16,7.84E-19,4.14E-19,0,0,0.511770729,1.135492532,5.764887819,100,110,581.0202226,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,5.175228993,2.557148601,1.309902701,-2.18E-15,-5.36E-19,-0.014740011,0,0,7.664224857,5.050387223,1.567626222,172.4388844,99.10172767,1.539782617,97.56194506,74.87693936,70.16978822,1.583684266
Transamerica Large Growth R4,FOUSA02TET,US Fund Large Growth,US Dollar,47,48,1,4.01E-17,5.59E-16,4.12E-14,7.39E-16,1.25E-16,0,0,0.760144183,1.104051647,3.223657718,100,110,329.8048034,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,2.765091818,8.481232379,3.480444558,-1.67E-13,-4.82E-16,-0.016499361,0,0,5.874132387,4.91054602,1.201484055,132.1632461,41.66171941,1.858235871,39.80348354,92.35976253,91.55344137,-0.525957354
Transamerica US Growth I2,F000003YXC,US Fund Large Growth,US Dollar,47,48,0.999999997,5.02E-12,4.80E-12,2.95E-09,3.30E-11,1.20E-11,0,0,0.93513502,1.05078061,1.438508483,99.9999997,105.1824236,158.538773,0,0.778918488,0.216050384,0.056855364,0.011011603,0.00137645,-0.06421229,0,0,3.62408587,17.34092619,6.983579497,0.088151066,0.002109654,-0.023774917,0,0,4.889983091,4.673609737,1.046296838,110.0520373,11.56789551,2.044140254,9.52375526,100.528282,100.528282,-1.022070127
USAA Aggressive Growth,FOUSA00FOA,US Fund Large Growth,US Dollar,47,48,1,3.41E-15,3.78E-15,3.64E-12,1.80E-14,9.09E-15,0,0,0.872436774,1.066171405,2.119118235,100,106.713169,222.4141315,0,0.790254279,0.219194617,0.057682794,0.007512756,0.000939095,-0.075583541,0,0,2.65374868,12.71196267,5.118928497,0.042099555,0.000929061,-0.018967189,0,0,5.19401912,4.742064163,1.095307643,116.8837496,21.43244917,1.976275943,19.45617323,97.42757639,97.42757639,-0.988137971
USAA Growth,FOUSA00FNN,US Fund Large Growth,US Dollar,47,48,0.968197122,5.43E-13,7.05E-13,0.031802878,1.69E-11,5.74E-12,0,0,0.901235271,1.029944895,1.717211459,96.81971217,99.80070567,182.8874617,0,0.739064685,0.204996044,0.053946327,0.023312673,0.002914084,-0.024233814,0,0,2.849955743,13.44478344,5.415206227,-0.053195508,0.002054154,-0.007939324,0,0,4.753956154,4.432976869,1.072407164,107.0269918,15.8398418,1.87517651,13.96466529,93.06232649,93.06232649,-0.937588255
USAA NASDAQ-100 Index,FOUSA00AUC,US Fund Large Growth,US Dollar,47,48,0.987955591,3.46E-15,4.49E-15,0.012044409,7.03E-14,1.90E-14,0,0,0.871106821,1.027861333,2.030973912,98.79555914,101.651392,213.0504745,0,0.752769768,0.208797454,0.054946698,0.019082532,0.002385317,-0.037981769,0,0,2.532838039,12.0325344,4.84658786,0.037789603,0.002489491,-0.011051209,0,0,4.95142228,4.51572005,1.09648566,111.4592937,20.63580262,1.883049184,18.75275343,92.70654029,92.70654029,-0.941524592
VALIC Company I Blue Chip Growth,FOUSA05HHD,US Fund Large Growth,US Dollar,47,48,0.952625719,2.28E-16,3.74E-16,0.047374281,1.71E-13,7.34E-15,0,0,0.874221731,1.037690824,1.951303906,95.26257189,98.91583175,204.7916031,0,0.732511835,0.203178465,0.053468017,0.025335242,0.003166905,-0.017660464,0,0,2.498069506,11.74550471,4.730111835,-0.102802217,0.000688718,-0.004923248,0,0,4.807255137,4.393417238,1.094194992,108.2332077,19.64221573,1.8095605,17.83265523,90.40055247,90.40055247,-0.90478025
VALIC Company I Capital Appreciation,FOUSA05HH0,US Fund Large Growth,US Dollar,47,48,0.97866515,7.26E-20,5.48E-20,0.02133485,1.51E-17,1.63E-17,0,0,0.945785951,1.008095729,1.228416604,97.86651502,98.76286267,137.830831,0,0.731379037,0.202864258,0.053385331,0.025684885,0.003210611,-0.016524123,0,0,3.713178042,17.5378148,7.065115241,0.03501565,0.004924664,-0.007786885,0,0,4.555335336,4.386578698,1.03847113,102.5623816,9.389449717,1.931168623,7.458281094,95.10410048,95.10410048,-0.965584312
VALIC Company I Growth,FOUSA05GZK,US Fund Large Growth,US Dollar,47,48,0.952525308,2.25E-17,4.08E-17,0.047474692,6.37E-15,1.13E-15,0,0,0.881078923,1.040937419,1.895688474,95.2525308,99.21275506,199.5535404,0,0.734710673,0.203788362,0.053628516,0.02465656,0.00308207,-0.01986618,0,0,2.577623047,12.12369995,4.88229111,-0.108788572,0.000595287,-0.005620638,0,0,4.797141268,4.406691452,1.088603847,108.0033868,18.68922244,1.823447611,16.86577483,91.13761201,91.13761201,-0.911723806
VALIC Company I Large Capital Growth,FOUSA05HHO,US Fund Large Growth,US Dollar,47,48,0.921470946,2.90E-19,1.05E-19,0.078529054,3.29E-16,3.77E-19,0,0,0.957850051,1.013911247,1.020861258,92.14709457,93.47949189,117.6773951,0,0.692253535,0.192011929,0.050529455,0.037761161,0.004720145,0.022723775,0,0,3.888536831,18.14879625,7.307868126,-0.237540708,-0.002222005,0.011387423,0,0,4.274122569,4.150417572,1.029805434,96.2656887,7.297324688,1.805571345,5.491753343,90.77393536,90.77393536,-0.902785673
VALIC Company I NASDAQ-100 Index,FOUSA05HHR,US Fund Large Growth,US Dollar,47,48,0.991110829,7.96E-13,1.03E-12,0.008889171,8.49E-12,3.27E-12,0,0,0.871653535,1.027602881,2.031835235,99.11108287,101.9536577,213.2038744,0,0.755008168,0.209418324,0.055110085,0.01839164,0.002298955,-0.040227171,0,0,2.544792301,12.10504344,4.875787355,0.053331574,0.002556807,-0.011755414,0,0,4.964103427,4.529234859,1.096013694,111.7426049,20.6123417,1.891984844,18.72035686,93.02224804,93.02224804,-0.945992422
Value Line Larger Companies Focused Inv,FOUSA00FQ4,US Fund Large Growth,US Dollar,47,48,0.939162731,2.32E-11,0.060837269,1.83E-11,1.39E-11,1.23E-11,0,0,0.790071138,1.128151218,2.981838637,100,110,302.9133959,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,6.905688925,2.572313026,-0.071916568,-6.15E-11,-1.37E-11,-0.020865439,0,0,5.855530473,5.039432057,1.197679254,131.744718,35.25637696,1.092354636,34.16402232,97.58069566,91.84428936,2.322025836
Value Line Select Growth Fund,FOUSA00FQB,US Fund Large Growth,US Dollar,47,48,0.931901633,1.30E-14,4.66E-15,0.068098367,5.03E-12,3.22E-14,0,0,0.887578324,1.038050238,1.792703279,93.19016326,96.78099666,189.2406113,0,0.716702516,0.198793399,0.052314052,0.030214865,0.003776858,-0.001801689,0,0,2.583699581,12.10869267,4.875362585,-0.150922637,-0.001031842,-0.000525526,0,0,4.65687094,4.29798347,1.083501361,104.8623416,17.31648861,1.77659744,15.53989117,89.32245045,89.32245045,-0.88829872
Vanguard Capital Opportunity Inv,FOUSA00C09,US Fund Large Growth,US Dollar,47,48,0.864206512,2.38E-21,0.135793488,3.26E-22,3.04E-22,3.65E-22,0,0,0.920550162,1.038489198,1.541135077,100,105.3874469,159.1627975,0,0.780436769,0.216471513,0.056966188,0.010542978,0.001317872,-0.06573532,0,0,0.409593814,8.415878555,1.089686944,0.028041915,0.000537161,-0.005342682,0,0,4.929858792,4.682778063,1.052763707,110.9480793,11.56468895,0.722118842,10.84257011,100.1055092,100.1055092,-0.361059421
Vanguard Diversified Equity Inv,FOUSA05C3W,US Fund Large Growth,US Dollar,47,48,0.96667369,5.42E-18,0.03332631,4.70E-19,4.27E-19,4.23E-19,0,0,0.985727313,1.065829351,0.661582852,100,106.890052,87.14573037,0,0.791564169,0.219557945,0.057778407,0.007108452,0.000888557,-0.07689753,0,0,5.602306222,27.68968965,3.582261885,0.084530452,0.001842154,-0.040179907,0,0,4.795826354,4.749974584,1.009653056,107.9218677,3.563483737,1.509717392,2.053766345,105.8681014,105.8681014,-0.754858696
Vanguard Growth Index Investor,FOUSA00FQV,US Fund Large Growth,US Dollar,47,48,0.998182593,8.30E-18,8.13E-18,0.001817407,4.46E-17,1.68E-17,0,0,0.917573389,1.034031146,1.608078244,99.81825927,103.3264493,173.6466356,0,0.765174246,0.212238112,0.055852135,0.01525383,0.001906729,-0.050425052,0,0,3.201713369,15.28639147,6.156852382,0.098472103,0.002851128,-0.017913885,0,0,4.864121733,4.590617017,1.059579075,109.4825435,13.95303727,1.986999743,11.96603752,97.51650601,97.51650601,-0.993499872
Vanguard US Growth Investor,FOUSA00FU1,US Fund Large Growth,US Dollar,47,48,1,1.98E-13,1.31E-10,7.43E-13,3.05E-13,3.48E-13,0,0,0.831776419,1.108880364,2.592132643,100,110,268.4735972,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,4.500506341,9.668533095,4.054269066,-3.77E-12,-2.76E-13,-0.022054875,0,0,5.571714459,4.932022949,1.139628058,125.3590863,29.10591649,1.973244943,27.13267155,98.22641478,96.52272008,-0.13477512
Victory NewBridge Large Cap Growth A,FOUSA058NV,US Fund Large Growth,US Dollar,47,48,1,3.30E-14,3.45E-14,1.49E-10,1.17E-13,6.46E-14,0,0,0.79991309,1.059511419,2.754393421,99.99999999,106.0507885,283.5068042,0,0.785349083,0.217834052,0.057324751,0.009026769,0.001128346,-0.070663001,0,0,2.0578588,9.852993454,3.967814356,0.039997531,0.000915266,-0.014222547,0,0,5.458369232,4.712442208,1.158288843,122.8374452,33.1384299,1.859138989,31.27929092,91.55815425,91.55815425,-0.929569495
